校代碼,學校名稱,班群,科目屬性,領域名稱,科目名稱代碼,科目名稱,"高一上
學分數","高一下
學分數","高二上
學分數","高二下
學分數","高三上
學分數","高三下
學分數",公私,隸屬,偏遠,縣市,規模分組,"全校班級總數
(含日夜間部)",全校普通科班級總數,高一普通科班級數
210305,國立臺南一中,B,1,2,3,補強-數學,,,,,2,2,公立,A,A,臺南市,E,60,57,16
210305,國立臺南一中,A,1,3,9,補強-歷史,,,,,1,1,公立,A,A,臺南市,E,60,57,16
210305,國立臺南一中,A,1,3,0A,補強-地理,,,,,1,1,公立,A,A,臺南市,E,60,57,16
210305,國立臺南一中,A,1,3,0B,補強-公民與社會,,,,,1,1,公立,A,A,臺南市,E,60,57,16
210305,國立臺南一中,P,1,4,0C,補強-物理,,,,2,,,公立,A,A,臺南市,E,60,57,16
210305,國立臺南一中,B,1,4,0C,補強-物理,,,,2,,,公立,A,A,臺南市,E,60,57,16
210305,國立臺南一中,C,1,4,0C,補強-物理,,,,2,,,公立,A,A,臺南市,E,60,57,16
210305,國立臺南一中,P,1,4,0D,補強-化學,,,2,,,,公立,A,A,臺南市,E,60,57,16
210305,國立臺南一中,B,1,4,0D,補強-化學,,,2,,,,公立,A,A,臺南市,E,60,57,16
210305,國立臺南一中,C,1,4,0D,補強-化學,,,2,,,,公立,A,A,臺南市,E,60,57,16
210309,國立家齊高中,P,1,1,2,補強-英語文,,,,,1,,公立,A,A,臺南市,D,51,33,10
210309,國立家齊高中,A,1,1,2,補強-英語文,,,,,,2,公立,A,A,臺南市,D,51,33,10
210309,國立家齊高中,B,1,1,2,補強-英語文,,,,,,2,公立,A,A,臺南市,D,51,33,10
210309,國立家齊高中,C,1,1,2,補強-英語文,,,,,1,,公立,A,A,臺南市,D,51,33,10
210309,國立家齊高中,D,1,1,2,補強-英語文,,,,,1,1,公立,A,A,臺南市,D,51,33,10
210309,國立家齊高中,P,1,2,3,補強-數學,,,1,1,2,1,公立,A,A,臺南市,D,51,33,10
210309,國立家齊高中,A,1,2,3,補強-數學,,,1,1,,,公立,A,A,臺南市,D,51,33,10
210309,國立家齊高中,B,1,2,3,補強-數學,,,1,1,2,2,公立,A,A,臺南市,D,51,33,10
210309,國立家齊高中,C,1,2,3,補強-數學,,,1,1,2,1,公立,A,A,臺南市,D,51,33,10
210309,國立家齊高中,D,1,2,3,補強-數學,,,1,1,2,,公立,A,A,臺南市,D,51,33,10
211304,財團法人聖功女中,A,1,2,3,補強-數學,1,1,,,,,私立,D,A,臺南市,C,36,18,6
211304,財團法人聖功女中,B,1,2,3,補強-數學,1,1,,,,,私立,D,A,臺南市,C,36,18,6
211318,私立德光高中,A,1,1,2,補強-英語文,,,,,2,,私立,D,A,臺南市,D,54,24,8
211318,私立德光高中,B,1,1,2,補強-英語文,,,,,2,,私立,D,A,臺南市,D,54,24,8
211318,私立德光高中,A,1,2,3,補強-數學,,,,,2,,私立,D,A,臺南市,D,54,24,8
211318,私立德光高中,B,1,2,3,補強-數學,,,,,2,,私立,D,A,臺南市,D,54,24,8
211318,私立德光高中,A,1,3,9,補強-歷史,,,,,2,2,私立,D,A,臺南市,D,54,24,8
211318,私立德光高中,A,1,3,0A,補強-地理,,,,,2,2,私立,D,A,臺南市,D,54,24,8
211318,私立德光高中,B,1,4,0C,補強-物理,,,,,2,2,私立,D,A,臺南市,D,54,24,8
211318,私立德光高中,B,1,4,0D,補強-化學,,,,,2,2,私立,D,A,臺南市,D,54,24,8
211318,私立德光高中,B,1,4,0E,補強-生物,,,,,2,2,私立,D,A,臺南市,D,54,24,8
321399,臺北市私立協和祐德高級中學,A,1,3,9,補強-歷史,,,,,1,1,私立,D,A,臺北市,A,28,3,1
321399,臺北市私立協和祐德高級中學,A,1,3,0A,補強-地理,,,,,1,1,私立,D,A,臺北市,A,28,3,1
321399,臺北市私立協和祐德高級中學,A,1,3,0B,補強-公民與社會,,,1,1,,,私立,D,A,臺北市,A,28,3,1
323301,市立松山高中,A,1,1,1,補強-國語文,,,2,2,2,,公立,B,A,臺北市,E,63,63,20
323301,市立松山高中,B,1,1,1,補強-國語文,,,2,2,2,,公立,B,A,臺北市,E,63,63,20
323301,市立松山高中,A,1,1,2,補強-英語文,,,2,2,2,,公立,B,A,臺北市,E,63,63,20
323301,市立松山高中,B,1,1,2,補強-英語文,,,2,2,2,,公立,B,A,臺北市,E,63,63,20
323301,市立松山高中,A,1,2,3,補強-數學,,,2,2,2,,公立,B,A,臺北市,E,63,63,20
323301,市立松山高中,B,1,2,3,補強-數學,,,2,2,2,,公立,B,A,臺北市,E,63,63,20
330301,國立師大附中,A,1,1,1,補強-國語文,,,,,1,1,公立,A,A,臺北市,E,100,79,20
330301,國立師大附中,P,1,1,2,補強-英語文,,,,,1,,公立,A,A,臺北市,E,100,79,20
330301,國立師大附中,A,1,1,2,補強-英語文,,,,,1,1,公立,A,A,臺北市,E,100,79,20
330301,國立師大附中,B,1,1,2,補強-英語文,,,,,1,1,公立,A,A,臺北市,E,100,79,20
330301,國立師大附中,B,1,2,3,補強-數學,,,,,1,1,公立,A,A,臺北市,E,100,79,20
330301,國立師大附中,C,1,2,3,補強-數學,,,,,2,2,公立,A,A,臺北市,E,100,79,20
330301,國立師大附中,D,1,2,3,補強-數學,,,,,1,1,公立,A,A,臺北市,E,100,79,20
330301,國立師大附中,P,1,2,3,補強-數學,,,,,2,2,公立,A,A,臺北市,E,100,79,20
330301,國立師大附中,B,1,3,0B,補強-公民與社會,,,,,2,2,公立,A,A,臺北市,E,100,79,20
330301,國立師大附中,P,1,4,0C,補強-物理,,,,,1,2,公立,A,A,臺北市,E,100,79,20
330301,國立師大附中,C,1,4,0C,補強-物理,,,,,1,1,公立,A,A,臺北市,E,100,79,20
330301,國立師大附中,D,1,4,0C,補強-物理,,,1,1,,,公立,A,A,臺北市,E,100,79,20
330301,國立師大附中,C,1,4,0D,補強-化學,,,,,1,1,公立,A,A,臺北市,E,100,79,20
330301,國立師大附中,D,1,4,0E,補強-生物,,,1,1,,,公立,A,A,臺北市,E,100,79,20
331302,私立金甌女中,A,1,1,1,補強-國語文,1,1,1,1,1,1,私立,D,A,臺北市,B,31,7,2
331302,私立金甌女中,B,1,1,1,補強-國語文,1,1,1,1,1,1,私立,D,A,臺北市,B,31,7,2
331302,私立金甌女中,A,1,1,2,補強-英語文,1,1,1,1,1,1,私立,D,A,臺北市,B,31,7,2
331302,私立金甌女中,B,1,1,2,補強-英語文,1,1,1,1,1,1,私立,D,A,臺北市,B,31,7,2
331302,私立金甌女中,A,1,2,3,補強-數學,1,1,1,1,1,1,私立,D,A,臺北市,B,31,7,2
331302,私立金甌女中,B,1,2,3,補強-數學,1,1,1,1,1,1,私立,D,A,臺北市,B,31,7,2
341302,私立大同高中,A,1,1,1,補強-國語文,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,B,1,1,1,補強-國語文,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,C,1,1,1,補強-國語文,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,A,1,1,2,補強-英語文,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,B,1,1,2,補強-英語文,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,C,1,1,2,補強-英語文,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,A,1,2,3,補強-數學,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,B,1,2,3,補強-數學,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,C,1,2,3,補強-數學,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,A,1,3,9,補強-歷史,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,B,1,3,9,補強-歷史,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,C,1,3,9,補強-歷史,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,A,1,3,0A,補強-地理,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,B,1,3,0A,補強-地理,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,C,1,3,0A,補強-地理,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,A,1,3,0B,補強-公民與社會,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,B,1,3,0B,補強-公民與社會,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,C,1,3,0B,補強-公民與社會,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,A,1,4,0C,補強-物理,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,B,1,4,0C,補強-物理,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,C,1,4,0C,補強-物理,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,A,1,4,0E,補強-生物,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,B,1,4,0E,補強-生物,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,C,1,4,0E,補強-生物,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,A,1,4,0F,補強-地球科學,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,B,1,4,0F,補強-地球科學,,,,,2,,私立,D,A,臺北市,B,23,14,3
341302,私立大同高中,C,1,4,0F,補強-地球科學,,,,,2,,私立,D,A,臺北市,B,23,14,3
343301,市立中山女中,A,1,1,1,補強-國語文,,,,,1,1,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,B,1,1,1,補強-國語文,,,,,2,2,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,C,1,1,1,補強-國語文,,,,,2,2,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,D,1,1,1,補強-國語文,,,,,2,2,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,E,1,1,1,補強-國語文,,,,,2,2,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,A,1,1,2,補強-英語文,,,,,1,1,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,A,1,2,3,補強-數學,,,,,1,1,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,B,1,2,3,補強-數學,,,,,2,2,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,C,1,2,3,補強-數學,,,,,2,2,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,D,1,2,3,補強-數學,,,,,2,2,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,E,1,2,3,補強-數學,,,,,2,2,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,A,1,3,9,補強-歷史,,,,,1,1,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,A,1,3,0A,補強-地理,,,,,1,1,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,A,1,3,0B,補強-公民與社會,,,,,1,1,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,B,1,4,0C,補強-物理,,,2,2,2,2,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,C,1,4,0C,補強-物理,,,2,2,2,2,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,D,1,4,0C,補強-物理,,,2,2,2,2,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,E,1,4,0C,補強-物理,,,2,2,2,2,公立,B,A,臺北市,E,67,67,21
343301,市立中山女中,B,1,7,13,補強-資訊科技,,,,2,,,公立,B,A,臺北市,E,67,67,21
343302,市立大同高中,C,1,1,1,補強-國語文,,,2,2,,,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,B,1,1,1,補強-國語文,,,2,2,,,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,A,1,1,1,補強-國語文,,,2,2,,,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,D,1,1,1,補強-國語文,,,2,2,,,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,E,1,1,2,補強-英語文,,,,,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,B,1,1,2,補強-英語文,,,2,2,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,F,1,1,2,補強-英語文,,,,,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,D,1,1,2,補強-英語文,,,2,2,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,C,1,1,2,補強-英語文,,,2,2,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,A,1,1,2,補強-英語文,,,2,2,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,F,1,2,3,補強-數學,,,,,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,E,1,2,3,補強-數學,,,,,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,B,1,2,3,補強-數學,,,2,2,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,C,1,2,3,補強-數學,,,2,2,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,A,1,2,3,補強-數學,,,2,2,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,D,1,2,3,補強-數學,,,2,2,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,B,1,3,9,補強-歷史,,,2,2,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,C,1,3,9,補強-歷史,,,2,2,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,A,1,3,9,補強-歷史,,,2,2,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,E,1,4,0C,補強-物理,,,,,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,F,1,4,0C,補強-物理,,,,,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,D,1,4,0C,補強-物理,,,2,2,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,E,1,4,0D,補強-化學,,,,,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,F,1,4,0D,補強-化學,,,,,2,2,公立,B,A,臺北市,E,69,48,15
343302,市立大同高中,D,1,4,0D,補強-化學,,,2,2,2,2,公立,B,A,臺北市,E,69,48,15
343303,市立大直高中,C,1,1,1,補強-國語文,,,,,1,,公立,B,A,臺北市,D,57,30,9
343303,市立大直高中,C,1,1,2,補強-英語文,,,,,1,,公立,B,A,臺北市,D,57,30,9
343303,市立大直高中,C,1,2,3,補強-數學,,,,,1,1,公立,B,A,臺北市,D,57,30,9
343303,市立大直高中,C,1,4,0C,補強-物理,,,,,,1,公立,B,A,臺北市,D,57,30,9
343303,市立大直高中,C,1,4,0D,補強-化學,,,,,,1,公立,B,A,臺北市,D,57,30,9
353303,市立北一女中,A,1,1,2,補強-英語文,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,B,1,1,2,補強-英語文,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,C,1,1,2,補強-英語文,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,D,1,1,2,補強-英語文,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,E,1,1,2,補強-英語文,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,F,1,1,2,補強-英語文,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,G,1,1,2,補強-英語文,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,H,1,1,2,補強-英語文,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,I,1,1,2,補強-英語文,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,J,1,1,2,補強-英語文,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,A,1,2,3,補強-數學,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,B,1,2,3,補強-數學,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,C,1,2,3,補強-數學,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,D,1,2,3,補強-數學,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,E,1,2,3,補強-數學,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,F,1,2,3,補強-數學,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,G,1,2,3,補強-數學,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,H,1,2,3,補強-數學,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,I,1,2,3,補強-數學,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
353303,市立北一女中,J,1,2,3,補強-數學,2,2,2,2,2,2,公立,B,A,臺北市,E,69,69,20
361301,私立靜修女中,A,1,2,3,補強-數學,,,,,,1,私立,D,A,臺北市,B,30,9,3
361301,私立靜修女中,A,1,3,9,補強-歷史,,,,,2,,私立,D,A,臺北市,B,30,9,3
361301,私立靜修女中,A,1,3,0A,補強-地理,,,,,1,,私立,D,A,臺北市,B,30,9,3
361301,私立靜修女中,B,1,4,0D,補強-化學,,,,,1,,私立,D,A,臺北市,B,30,9,3
361301,私立靜修女中,B,1,4,0E,補強-生物,,,,,1,,私立,D,A,臺北市,B,30,9,3
363301,市立明倫高中,A,1,3,9,補強-歷史,,,,,1,1,公立,B,A,臺北市,E,48,48,15
363301,市立明倫高中,B,1,3,9,補強-歷史,,,,,1,1,公立,B,A,臺北市,E,48,48,15
363301,市立明倫高中,S,1,3,9,補強-歷史,,,,,1,1,公立,B,A,臺北市,E,48,48,15
363301,市立明倫高中,A,1,3,0A,補強-地理,,,,,1,1,公立,B,A,臺北市,E,48,48,15
363301,市立明倫高中,B,1,3,0A,補強-地理,,,,,1,1,公立,B,A,臺北市,E,48,48,15
363301,市立明倫高中,S,1,3,0A,補強-地理,,,,,1,1,公立,B,A,臺北市,E,48,48,15
363301,市立明倫高中,A,1,3,0B,補強-公民與社會,,,,,1,1,公立,B,A,臺北市,E,48,48,15
363301,市立明倫高中,B,1,3,0B,補強-公民與社會,,,,,1,1,公立,B,A,臺北市,E,48,48,15
363301,市立明倫高中,S,1,3,0B,補強-公民與社會,,,,,1,1,公立,B,A,臺北市,E,48,48,15
363301,市立明倫高中,C,1,4,0C,補強-物理,,,,,,2,公立,B,A,臺北市,E,48,48,15
363301,市立明倫高中,D,1,4,0C,補強-物理,,,,,,2,公立,B,A,臺北市,E,48,48,15
363301,市立明倫高中,C,1,4,0D,補強-化學,,,,,,2,公立,B,A,臺北市,E,48,48,15
363301,市立明倫高中,D,1,4,0D,補強-化學,,,,,,2,公立,B,A,臺北市,E,48,48,15
380301,國立政大附中,A,1,2,3,補強-數學,,,,,4,4,公立,A,A,臺北市,C,33,18,5
380301,國立政大附中,P,1,2,3,補強-數學,,,,,4,4,公立,A,A,臺北市,C,33,18,5
380301,國立政大附中,B,1,4,0C,補強-物理,,,,2,2,,公立,A,A,臺北市,C,33,18,5
383301,市立景美女中,A,1,1,2,補強-英語文,,,1,1,,,公立,B,A,臺北市,E,60,60,19
383301,市立景美女中,B,1,1,2,補強-英語文,,,1,1,,,公立,B,A,臺北市,E,60,60,19
383301,市立景美女中,C,1,1,2,補強-英語文,,,1,1,,,公立,B,A,臺北市,E,60,60,19
383301,市立景美女中,A,1,2,3,補強-數學,,,1,1,,,公立,B,A,臺北市,E,60,60,19
383301,市立景美女中,B,1,2,3,補強-數學,,,1,1,,,公立,B,A,臺北市,E,60,60,19
383301,市立景美女中,C,1,2,3,補強-數學,,,1,1,,,公立,B,A,臺北市,E,60,60,19
383302,市立萬芳高中,A,1,1,1,補強-國語文,,,2,2,2,,公立,B,A,臺北市,D,57,33,10
383302,市立萬芳高中,B,1,1,1,補強-國語文,,,2,2,2,,公立,B,A,臺北市,D,57,33,10
383302,市立萬芳高中,C,1,1,1,補強-國語文,,,2,2,2,,公立,B,A,臺北市,D,57,33,10
383302,市立萬芳高中,A,1,1,2,補強-英語文,,,2,2,2,,公立,B,A,臺北市,D,57,33,10
383302,市立萬芳高中,B,1,1,2,補強-英語文,,,2,2,2,,公立,B,A,臺北市,D,57,33,10
383302,市立萬芳高中,C,1,1,2,補強-英語文,,,2,2,2,,公立,B,A,臺北市,D,57,33,10
383302,市立萬芳高中,A,1,2,3,補強-數學,,,2,2,2,,公立,B,A,臺北市,D,57,33,10
383302,市立萬芳高中,B,1,2,3,補強-數學,,,2,2,2,,公立,B,A,臺北市,D,57,33,10
383302,市立萬芳高中,C,1,2,3,補強-數學,,,2,2,2,,公立,B,A,臺北市,D,57,33,10
401302,私立方濟中學,A,1,1,1,補強-國語文,1,1,1,1,,,私立,D,A,臺北市,B,16,9,3
401302,私立方濟中學,A,1,1,2,補強-英語文,1,1,1,1,,,私立,D,A,臺北市,B,16,9,3
401302,私立方濟中學,A,1,2,3,補強-數學,1,1,1,1,,,私立,D,A,臺北市,B,16,9,3
401303,私立達人女中,B,1,4,0E,補強-生物,,,,1,,,私立,D,A,臺北市,B,25,9,3
403302,市立麗山高中,A,1,1,1,補強-國語文,2,2,2,2,2,,公立,B,A,臺北市,D,33,33,9
403302,市立麗山高中,B,1,1,1,補強-國語文,2,2,2,2,2,,公立,B,A,臺北市,D,33,33,9
403302,市立麗山高中,A,1,1,2,補強-英語文,2,2,2,2,2,,公立,B,A,臺北市,D,33,33,9
403302,市立麗山高中,B,1,1,2,補強-英語文,2,2,2,2,2,,公立,B,A,臺北市,D,33,33,9
403302,市立麗山高中,A,1,2,3,補強-數學,2,2,2,2,,,公立,B,A,臺北市,D,33,33,9
403302,市立麗山高中,B,1,2,3,補強-數學,2,2,2,2,,,公立,B,A,臺北市,D,33,33,9
403303,市立南湖高中,A,1,1,1,補強-國語文,,,1,1,1,,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,B,1,1,1,補強-國語文,,,1,1,1,,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,C,1,1,1,補強-國語文,,,1,1,1,,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,D,1,1,1,補強-國語文,,,2,2,1,,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,E,1,1,1,補強-國語文,,,2,2,1,,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,F,1,1,1,補強-國語文,,,,,1,,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,G,1,1,1,補強-國語文,,,,,1,,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,A,1,1,2,補強-英語文,,,1,1,1,,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,B,1,1,2,補強-英語文,,,1,1,1,,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,C,1,1,2,補強-英語文,,,1,1,1,,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,D,1,1,2,補強-英語文,,,2,2,1,,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,E,1,1,2,補強-英語文,,,2,2,1,,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,F,1,1,2,補強-英語文,,,,,1,,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,G,1,1,2,補強-英語文,,,,,1,,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,A,1,2,3,補強-數學,,,1,1,5,2,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,B,1,2,3,補強-數學,,,1,1,5,2,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,C,1,2,3,補強-數學,,,1,1,1,1,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,D,1,2,3,補強-數學,,,2,2,2,2,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,E,1,2,3,補強-數學,,,2,2,2,2,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,F,1,2,3,補強-數學,,,,,2,2,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,G,1,2,3,補強-數學,,,,,2,2,公立,B,A,臺北市,E,48,48,14
403303,市立南湖高中,S,1,2,3,補強-數學,1,1,1,1,5,1,公立,B,A,臺北市,E,48,48,14
411303,私立華興中學,A,1,4,0C,補強-物理,1,,,,,,私立,D,A,臺北市,B,27,6,2
411303,私立華興中學,B,1,4,0C,補強-物理,1,,,,,,私立,D,A,臺北市,B,27,6,2
411303,私立華興中學,A,1,4,0D,補強-化學,,1,,,,,私立,D,A,臺北市,B,27,6,2
411303,私立華興中學,B,1,4,0D,補強-化學,,1,,,,,私立,D,A,臺北市,B,27,6,2
423301,市立復興高中,A,1,1,1,補強-國語文,,,,,1,1,公立,B,A,臺北市,E,69,69,18
423301,市立復興高中,B,1,1,1,補強-國語文,,,,,1,1,公立,B,A,臺北市,E,69,69,18
423301,市立復興高中,C,1,1,1,補強-國語文,,,,,1,1,公立,B,A,臺北市,E,69,69,18
543301,市立中山高中,A,1,1,2,補強-英語文,,,,,2,2,公立,B,A,高雄市,E,42,42,14
543301,市立中山高中,B,1,1,2,補強-英語文,,,,,2,2,公立,B,A,高雄市,E,42,42,14
543301,市立中山高中,C,1,1,2,補強-英語文,,,,,2,2,公立,B,A,高雄市,E,42,42,14
543301,市立中山高中,D,1,1,2,補強-英語文,,,,,2,2,公立,B,A,高雄市,E,42,42,14
543301,市立中山高中,A,1,2,3,補強-數學,,,,,2,2,公立,B,A,高雄市,E,42,42,14
543301,市立中山高中,B,1,2,3,補強-數學,,,,,2,2,公立,B,A,高雄市,E,42,42,14
543301,市立中山高中,C,1,2,3,補強-數學,,,,,2,2,公立,B,A,高雄市,E,42,42,14
543301,市立中山高中,D,1,2,3,補強-數學,,,,,2,2,公立,B,A,高雄市,E,42,42,14
543301,市立中山高中,A,1,4,0C,補強-物理,,,,,2,2,公立,B,A,高雄市,E,42,42,14
543301,市立中山高中,B,1,4,0C,補強-物理,,,,,2,2,公立,B,A,高雄市,E,42,42,14
543301,市立中山高中,A,1,4,0D,補強-化學,,,,,2,2,公立,B,A,高雄市,E,42,42,14
543301,市立中山高中,B,1,4,0D,補強-化學,,,,,2,2,公立,B,A,高雄市,E,42,42,14
543301,市立中山高中,A,1,4,0E,補強-生物,,,,,2,2,公立,B,A,高雄市,E,42,42,14
543301,市立中山高中,B,1,4,0E,補強-生物,,,,,2,2,公立,B,A,高雄市,E,42,42,14
543301,市立中山高中,A,1,4,0F,補強-地球科學,,,,,2,2,公立,B,A,高雄市,E,42,42,14
543301,市立中山高中,B,1,4,0F,補強-地球科學,,,,,2,2,公立,B,A,高雄市,E,42,42,14
553302,市立三民高中,A,1,1,2,補強-英語文,,,1,1,2,2,公立,B,A,高雄市,D,36,36,11
553302,市立三民高中,B,1,1,2,補強-英語文,,,1,1,2,2,公立,B,A,高雄市,D,36,36,11
553302,市立三民高中,C,1,1,2,補強-英語文,,,,,2,2,公立,B,A,高雄市,D,36,36,11
553302,市立三民高中,D,1,1,2,補強-英語文,,,,,2,2,公立,B,A,高雄市,D,36,36,11
553302,市立三民高中,A,1,2,3,補強-數學,,,1,1,4,2,公立,B,A,高雄市,D,36,36,11
553302,市立三民高中,B,1,2,3,補強-數學,,,1,1,2,3,公立,B,A,高雄市,D,36,36,11
553302,市立三民高中,C,1,2,3,補強-數學,,,1,1,2,2,公立,B,A,高雄市,D,36,36,11
553302,市立三民高中,D,1,2,3,補強-數學,,,1,1,2,2,公立,B,A,高雄市,D,36,36,11
613301,市立小港高中,A,1,1,1,補強-國語文,,,,,2,,公立,B,A,高雄市,E,45,45,14
